Group_ID,Category,Question,Reponse Attendue,Context Info
5,Vérification intérieure,Faites fonctionner les essuie-glaces avants du véhicule sur la position la plus rapide.,Le candidat actionne la commande.,Essuie-glaces : Remplacez-les dès qu'ils laissent des traces. Le balayage doit être silencieux et efficace.
5,Sécurité routière,Comment détecter leur usure en circulation ?,"En cas de pluie, lorsqu'ils laissent des traces sur le pare-brise.",Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement.
5,Premiers secours,Comment vérifier la respiration d'une victime ?,Regarder si le ventre/poitrine se soulèvent et sentir l'air à l'expiration.,"Premiers Secours : Agir vite et bien peut sauver une vie. Rappelez-vous de l'acronyme P.A.S. (Protéger, Alerter, Secourir)."
6,Vérification extérieure,Vérifiez l'état et la propreté des plaques d'immatriculation.,"Vérification à l'avant et à l'arrière, propres et en bon état.",Entretien technique : Savoir vérifier son véhicule est indispensable pour garantir sa sécurité et celle des autres.
6,Sécurité routière,Quelles sont les précautions à prendre en cas d'installation d'un porte vélo ?,La plaque d'immatriculation et les feux doivent être visibles.,Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement.
6,Premiers secours,Qu'est-ce qu'une perte de connaissance ?,Lorsque la victime ne répond pas et ne réagit pas mais respire.,"Premiers Secours : Agir vite et bien peut sauver une vie. Rappelez-vous de l'acronyme P.A.S. (Protéger, Alerter, Secourir)."
7,Vérification intérieure,Vérifiez la présence du gilet de haute visibilité.,Indiquer où il se trouve sans obligation de le sortir.,Entretien technique : Savoir vérifier son véhicule est indispensable pour garantir sa sécurité et celle des autres.
7,Sécurité routière,"En cas de panne ou d'accident, quel autre accessoire de sécurité est obligatoire ?",Le triangle de pré-signalisation.,Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement.
7,Premiers secours,"Si un dégagement d'urgence de la victime est nécessaire, où doit-elle être déplacée ?",Dans un endroit suffisamment éloigné du danger et de ses conséquences.,"Dégagement : Uniquement si danger réel, immédiat et non contrôlable (incendie, explosion). Sinon, ne touchez pas la victime."
8,Vérification extérieure,Montrez où s'effectue le contrôle du niveau du liquide de frein.,Le candidat montre que le niveau est entre le mini et le maxi.,Freins : Un niveau bas peut indiquer une fuite ou une usure importante des plaquettes. Danger de perte de freinage.
8,Sécurité routière,Quelle est la conséquence d'un niveau insuffisant du liquide de frein ?,Une perte d'efficacité du freinage.,Freinage : Un frein à main mal desserré fait chauffer le système et réduit l'efficacité du freinage de secours.
8,Premiers secours,"En cas de panne ou d'accident, quel équipement de sécurité doit être porté avant de quitter le véhicule ?",Le gilet de haute visibilité (gilet jaune).,"Premiers Secours : Agir vite et bien peut sauver une vie. Rappelez-vous de l'acronyme P.A.S. (Protéger, Alerter, Secourir)."
9,Vérification intérieure,Vérifiez la présence du certificat d'immatriculation du véhicule (ou carte grise).,La photocopie est acceptée.,Entretien technique : Savoir vérifier son véhicule est indispensable pour garantir sa sécurité et celle des autres.
9,Sécurité routière,Quels sont les deux autres documents obligatoires à présenter en cas de contrôle ?,L'attestation d'assurance et le permis de conduire.,Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement.
9,Premiers secours,Pourquoi l'alerte auprès des services de secours doit-elle être rapide et précise ?,Pour permettre d'apporter les moyens adaptés aux victimes dans le délai le plus court.,Alerte : Le SAIP avertit d'un danger grave (sirène montante/descendante). Mettez-vous à l'abri et écoutez la radio.
10,Vérification extérieure,Contrôlez l'état de tous les balais d'essuie-glace du véhicule.,Vérifier qu'ils ne sont pas déchirés ou déformés.,Essuie-glaces : Remplacez-les dès qu'ils laissent des traces. Le balayage doit être silencieux et efficace.
10,Sécurité routière,Quel est le risque de circuler avec des balais d'essuie-glace défectueux ?,Une mauvaise visibilité en cas d'intempéries.,Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement.
10,Premiers secours,Quels sont les numéros d'urgence à composer ?,"Le 18 (Pompiers), le 15 (SAMU), le 112 (Numéro d'urgence européen).","Urgences : 15 (SAMU), 18 (Pompiers), 112 (Europe). Soyez précis sur le lieu et l'état des victimes."
11,Vérification intérieure,Montrez l'indicateur de niveau de carburant.,Le candidat montre l'indicateur.,Entretien technique : Savoir vérifier son véhicule est indispensable pour garantir sa sécurité et celle des autres.
11,Sécurité routière,Quelles sont les précautions à prendre lors du remplissage du réservoir ?,"Arrêter le moteur, ne pas fumer, ne pas téléphoner.",Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement.
11,Premiers secours,"Quels comportements adopter en présence d'une victime qui ne répond pas et ne réagit pas, mais respire ?","Placer en position latérale de sécurité (PLS), alerter les secours, surveiller la respiration.","Premiers Secours : Agir vite et bien peut sauver une vie. Rappelez-vous de l'acronyme P.A.S. (Protéger, Alerter, Secourir)."
12,Vérification extérieure,Montrez où s'effectue le remplissage du liquide de refroidissement.,Le candidat ouvre le capot et montre le bocal.,Refroidissement : Ne JAMAIS ouvrir le bouchon moteur chaud (risque de projections brûlantes sous pression).
12,Sécurité routière,Quel est le danger si l'on complète le niveau du liquide lorsque le moteur est chaud ?,Un risque de brûlure.,Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement.
12,Premiers secours,Comment arrêter une hémorragie ?,Appuyer fortement sur l'endroit qui saigne avec les doigts ou la paume de la main avec un tissu propre.,Hémorragie : Appuyez fort sur la plaie avec un tissu propre. Le but est d'arrêter la fuite de sang.
13,Vérification intérieure,Actionnez le dégivrage de la lunette arrière et montrez le voyant ou le repère correspondant.,Le candidat actionne la commande.,Tableau de bord : Rouge = Danger/Arrêt. Orange = Anomalie/Attention. Vert/Bleu = Fonctionnement.
13,Sécurité routière,Quelle peut être la conséquence d'une panne de dégivrage de la lunette arrière ?,Une insuffisance ou une absence de visibilité vers l'arrière.,Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement.
13,Premiers secours,"Hors autoroute ou endroit dangereux, en cas de panne ou d'accident, où doit être placé le triangle de pré-signalisation ?","À environ 30 m de la panne ou de l'accident, ou avant un virage ou un sommet de côte.","PAS : Protéger est la 1ère étape. Balisez la zone (gilet, triangle) pour éviter un sur-accident."
14,Vérification extérieure,"Contrôlez l'état, la propreté et le fonctionnement de tous les clignotants côté trottoir.","Vérification des clignotants propres, en bon état et fonctionnels.",Communication : Le clignotement rapide indique une ampoule grillée sur le circuit.
14,Sécurité routière,Quelle est la signification d'un clignotement plus rapide ?,Non-fonctionnement de l'une des ampoules.,Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement.
14,Premiers secours,"Quelles sont les conditions pour réaliser le dégagement d'urgence d'une victime en présence d'un danger réel, immédiat et non contrôlable ?","La victime doit être visible, facile à atteindre et rien ne doit gêner son dégagement.","PAS : Protéger est la 1ère étape. Balisez la zone (gilet, triangle) pour éviter un sur-accident."
15,Vérification intérieure,Montrez le voyant d'alerte signalant une pression insuffisante d'huile dans le moteur.,Le candidat montre le voyant (burette rouge).,"Niveau d'huile : Toujours moteur froid et sur plat. Trop d'huile peut casser le moteur, pas assez provoque un serrage."
15,Sécurité routière,Quelles sont les conditions à respecter pour contrôler le niveau d'huile ?,Moteur froid et sur un terrain plat.,Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement.
15,Premiers secours,Quelles sont les trois informations à transmettre aux services de secours ?,"Le numéro de téléphone, la nature et la localisation précise du problème.","Urgences : 15 (SAMU), 18 (Pompiers), 112 (Europe). Soyez précis sur le lieu et l'état des victimes."
16,Vérification extérieure,"Contrôlez l'état, la propreté et le fonctionnement du ou des feux de brouillard arrière.","Vérification des feux propres, en bon état et fonctionnels.",Éclairage : Vérifiez régulièrement la propreté et le fonctionnement. Un feu grillé = mauvaise perception par les autres.
16,Sécurité routière,Dans quels cas les utilise-t-on ?,Par temps de brouillard et de neige.,Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement.
16,Premiers secours,Par quels moyens doit être réalisée l'alerte des secours ?,"Téléphone portable, fixe ou borne d'appel d'urgence.",Alerte : Le SAIP avertit d'un danger grave (sirène montante/descendante). Mettez-vous à l'abri et écoutez la radio.
17,Vérification intérieure,Vérifiez la présence de l'éthylotest.,Le candidat montre l'éthylotest.,Entretien technique : Savoir vérifier son véhicule est indispensable pour garantir sa sécurité et celle des autres.
17,Sécurité routière,"À partir de quel taux d'alcoolémie, en période de permis probatoire, est-on en infraction ?","0,2 g/l (soit 0 verre).","Alcool : En permis probatoire, c'est 0,2 g/L (zéro verre). L'alcool rétrécit le champ visuel et augmente le temps de réaction."
17,Premiers secours,Quel comportement doit-on adopter en présence d'une victime en arrêt cardiaque ?,"Alerter les secours, masser (RCR) et défibriller si possible.",Arrêt Cardiaque : Chaque minute compte. Massez le thorax et utilisez un DAE si disponible.
18,Vérification extérieure,"Contrôlez l'état, la propreté et le fonctionnement des feux de détresse à l'avant et à l'arrière.","Vérification des feux propres, en bon état et fonctionnels.",Éclairage : Vérifiez régulièrement la propreté et le fonctionnement. Un feu grillé = mauvaise perception par les autres.
18,Sécurité routière,Dans quels cas doit-on les utiliser ?,"En cas de panne, d'accident ou de ralentissement important.",Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement.
18,Premiers secours,Dans quel cas peut-on positionner une victime en Position Latérale de Sécurité (PLS) ?,"Si la victime ne répond pas, ne réagit pas et respire.","Premiers Secours : Agir vite et bien peut sauver une vie. Rappelez-vous de l'acronyme P.A.S. (Protéger, Alerter, Secourir)."
19,Vérification intérieure,Montrez la commande de réglage du volant.,Le candidat montre l'emplacement.,Entretien technique : Savoir vérifier son véhicule est indispensable pour garantir sa sécurité et celle des autres.
19,Sécurité routière,Pourquoi est-il important de bien régler son volant ?,"Confort, accessibilité aux commandes, visibilité du tableau de bord, efficacité des airbags.",Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement.
19,Premiers secours,Dans quelle situation peut-on déplacer une victime ?,"En présence d'un danger réel, immédiat, non contrôlable (le déplacement doit rester exceptionnel).","Premiers Secours : Agir vite et bien peut sauver une vie. Rappelez-vous de l'acronyme P.A.S. (Protéger, Alerter, Secourir)."
20,Vérification extérieure,"Contrôlez l'état, la propreté et le fonctionnement des feux de route.","Vérification des feux propres, en bon état et fonctionnels.",Éclairage : Vérifiez régulièrement la propreté et le fonctionnement. Un feu grillé = mauvaise perception par les autres.
20,Sécurité routière,Citez un cas d'utilisation de l'appel lumineux.,"Pour avertir de son approche, en cas de danger, à la place de l'avertisseur sonore.",Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement.
20,Premiers secours,"En cas de panne ou d'accident, quel équipement de sécurité doit être porté avant de quitter le véhicule ?",Le gilet de haute visibilité (gilet jaune).,"Premiers Secours : Agir vite et bien peut sauver une vie. Rappelez-vous de l'acronyme P.A.S. (Protéger, Alerter, Secourir)."
21,Vérification intérieure,Positionnez la commande pour diriger l'air vers le pare-brise.,Le candidat actionne la commande.,Entretien technique : Savoir vérifier son véhicule est indispensable pour garantir sa sécurité et celle des autres.
21,Sécurité routière,Citez deux éléments complémentaires permettant un désembuage efficace.,"Vitesse de ventilation, air chaud, climatisation.",Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement.
21,Premiers secours,Quel est l'objectif du Signal d'Alerte et d'Information des Populations (SAIP) ?,Avertir d'un danger imminent ou d'un événement grave.,Alerte : Le SAIP avertit d'un danger grave (sirène montante/descendante). Mettez-vous à l'abri et écoutez la radio.
22,Vérification extérieure,Montrez où doit s'effectuer le contrôle du niveau d'huile moteur.,Le candidat montre la jauge.,"Niveau d'huile : Toujours moteur froid et sur plat. Trop d'huile peut casser le moteur, pas assez provoque un serrage."
22,Sécurité routière,Quel est le principal risque d'un manque d'huile moteur ?,Risque de détérioration ou de casse du moteur.,Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement.
22,Premiers secours,Comment est diffusée l'alerte émise par le SAIP ?,"Sirènes, médias (Radio France, France TV), application SAIP.",Alerte : Le SAIP avertit d'un danger grave (sirène montante/descendante). Mettez-vous à l'abri et écoutez la radio.
23,Vérification intérieure,Montrez le voyant d'alerte signalant un défaut de batterie.,Le candidat montre le voyant (pile rouge).,Batterie : Les cosses doivent être propres et serrées. Un voyant rouge allumé en roulant indique qu'elle ne charge plus.
23,Sécurité routière,Qu'est-ce qui peut provoquer la décharge de la batterie moteur éteint ?,Feux ou accessoires électriques en fonctionnement.,Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement.
23,Premiers secours,À partir de quel âge peut-on suivre une formation aux premiers secours ?,À partir de 10 ans.,"Urgences : 15 (SAMU), 18 (Pompiers), 112 (Europe). Soyez précis sur le lieu et l'état des victimes."
24,Vérification extérieure,Montrez l'emplacement de la batterie du véhicule.,Le candidat montre l'emplacement.,Batterie : Les cosses doivent être propres et serrées. Un voyant rouge allumé en roulant indique qu'elle ne charge plus.
24,Sécurité routière,Quelle est la solution en cas de panne de batterie pour démarrer ?,Brancher une 2e batterie en parallèle ou la remplacer.,Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement.
24,Premiers secours,Pourquoi faut-il pratiquer immédiatement une RCR sur une victime en arrêt cardiaque ?,Car les lésions du cerveau surviennent dès les premières minutes.,Arrêt Cardiaque : Chaque minute compte. Massez le thorax et utilisez un DAE si disponible.
25,Vérification intérieure,Montrez le voyant indiquant une défaillance du système de freinage.,Le candidat montre le voyant (cercle rouge avec point d'exclamation).,Tableau de bord : Rouge = Danger/Arrêt. Orange = Anomalie/Attention. Vert/Bleu = Fonctionnement.
25,Sécurité routière,Quel est le risque de circuler avec un frein de parking mal desserré ?,Une dégradation du système de freinage.,Freinage : Un frein à main mal desserré fait chauffer le système et réduit l'efficacité du freinage de secours.
25,Premiers secours,"Hors autoroute, où doit être placé le triangle de pré-signalisation ?",À environ 30 m de la panne ou avant un virage ou sommet de côte.,"Premiers Secours : Agir vite et bien peut sauver une vie. Rappelez-vous de l'acronyme P.A.S. (Protéger, Alerter, Secourir)."
26,Vérification extérieure,"Contrôlez l'état, la propreté et le fonctionnement des feux de croisement.","Vérification des feux propres, en bon état et fonctionnels.",Éclairage : Vérifiez régulièrement la propreté et le fonctionnement. Un feu grillé = mauvaise perception par les autres.
26,Sécurité routière,Quelles sont les conséquences d'un mauvais réglage de ces feux ?,Mauvaise vision vers l'avant et risque d'éblouissement des autres.,Visibilité : Ne pas régler ses feux éblouit les autres usagers et peut provoquer un accident frontal.
26,Premiers secours,Dans quelle situation peut-on déplacer une victime ?,"En présence d'un danger réel, immédiat, non contrôlable.","Premiers Secours : Agir vite et bien peut sauver une vie. Rappelez-vous de l'acronyme P.A.S. (Protéger, Alerter, Secourir)."
27,Vérification intérieure,Montrez le voyant d'alerte signalant une température trop élevée du liquide de refroidissement.,Le candidat montre le voyant (thermomètre rouge).,Refroidissement : Ne JAMAIS ouvrir le bouchon moteur chaud (risque de projections brûlantes sous pression).
27,Sécurité routière,Quelle est la conséquence d'une température trop élevée de ce liquide ?,Une surchauffe ou une casse moteur.,Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement.
27,Premiers secours,"Lors d'un appel de secours, pourquoi attendre que le correspondant vous autorise à raccrocher ?",Il peut conseiller ou guider dans les gestes à faire ou ne pas faire.,"Urgences : 15 (SAMU), 18 (Pompiers), 112 (Europe). Soyez précis sur le lieu et l'état des victimes."
28,Vérification extérieure,Vérifiez l'état et la propreté des dispositifs réfléchissants.,Vérification des catadioptres propres et en bon état.,Entretien technique : Savoir vérifier son véhicule est indispensable pour garantir sa sécurité et celle des autres.
28,Sécurité routière,Quelle est l'utilité des dispositifs réfléchissants ?,Rendre visible le véhicule la nuit.,Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement.
28,Premiers secours,À quel moment pouvez-vous mettre fin à un appel avec les secours ?,Uniquement lorsque le correspondant vous invite à le faire.,"Urgences : 15 (SAMU), 18 (Pompiers), 112 (Europe). Soyez précis sur le lieu et l'état des victimes."
29,Vérification intérieure,Montrez le voyant signalant la mauvaise fermeture d'une portière.,Le candidat montre le voyant (voiture ouverte).,Tableau de bord : Rouge = Danger/Arrêt. Orange = Anomalie/Attention. Vert/Bleu = Fonctionnement.
29,Sécurité routière,Quelle précaution prendre pour que les enfants ne puissent pas ouvrir leur portière ?,Actionner la sécurité enfant sur les portières arrière.,"Enfants : Jusqu'à 10 ans, l'installation à l'arrière est obligatoire (sauf exceptions). La sécurité enfant bloque l'ouverture intérieure."
29,Premiers secours,Citez les trois manières d'évaluer l'état de conscience d'une victime.,"Questions simples, secouer les épaules, demander un geste simple (serrer la main).","Inconscience : Si la victime respire, mettez-la en PLS (Position Latérale de Sécurité) pour libérer les voies respiratoires."
30,Vérification extérieure,"Contrôlez l'état, la propreté et le fonctionnement des feux de position.","Vérification des feux propres, en bon état et fonctionnels.",Éclairage : Vérifiez régulièrement la propreté et le fonctionnement. Un feu grillé = mauvaise perception par les autres.
30,Sécurité routière,À quelle distance doivent-ils être visibles ?,À 150 mètres.,Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement.
30,Premiers secours,Quels sont les risques pour une personne en perte de connaissance allongée sur le dos ?,Arrêt respiratoire et arrêt cardiaque.,"Premiers Secours : Agir vite et bien peut sauver une vie. Rappelez-vous de l'acronyme P.A.S. (Protéger, Alerter, Secourir)."
31,Vérification intérieure,Actionnez les feux de détresse.,Le candidat actionne la commande.,Éclairage : Vérifiez régulièrement la propreté et le fonctionnement. Un feu grillé = mauvaise perception par les autres.
31,Sécurité routière,Quand les utilise-t-on ?,"Panne, accident, ralentissement important.",Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement.
31,Premiers secours,Quels comportements adopter en cas de diffusion du signal SAIP ?,"Se mettre en sécurité, s'informer via médias, respecter les consignes.",Alerte : Le SAIP avertit d'un danger grave (sirène montante/descendante). Mettez-vous à l'abri et écoutez la radio.
32,Vérification extérieure,"Sur le flanc d'un pneumatique, désignez le repère du témoin d'usure.",Le candidat montre le repère (TWI ou triangle).,"Pneumatiques : Vérifiez l'état (flancs, hernies) et l'usure (témoins). Sous-gonflage = éclatement et surconsommation."
32,Sécurité routière,Qu'est-ce que l'aquaplanage et sa conséquence ?,Film d'eau entre pneu et chaussée entraînant perte de contrôle.,Aquaplanage : Perte d'adhérence sur une nappe d'eau. Gardez les roues droites et ne freinez pas brusquement.
32,Premiers secours,"Si un dégagement d'urgence est nécessaire, où doit être déplacée la victime ?",Dans un endroit suffisamment éloigné du danger.,"Dégagement : Uniquement si danger réel, immédiat et non contrôlable (incendie, explosion). Sinon, ne touchez pas la victime."
33,Vérification intérieure,Montrez la commande permettant d'actionner le régulateur de vitesse.,Le candidat montre la commande.,Entretien technique : Savoir vérifier son véhicule est indispensable pour garantir sa sécurité et celle des autres.
33,Sécurité routière,"Sans actionner la commande, comment le désactiver rapidement ?",En appuyant sur la pédale de frein ou d'embrayage.,Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement.
33,Premiers secours,"Sur autoroute, comment indiquer avec précision les lieux de l'accident ?","Numéro d'autoroute, sens de circulation et point kilométrique.","Premiers Secours : Agir vite et bien peut sauver une vie. Rappelez-vous de l'acronyme P.A.S. (Protéger, Alerter, Secourir)."
34,Vérification extérieure,Ouvrez la trappe à carburant et/ou vérifiez la bonne fermeture du bouchon.,Le candidat actionne la trappe/vérifie le bouchon.,Entretien technique : Savoir vérifier son véhicule est indispensable pour garantir sa sécurité et celle des autres.
34,Sécurité routière,Quelles sont les précautions à prendre lors du remplissage ?,"Arrêter le moteur, ne pas fumer, ne pas téléphoner.",Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement.
34,Premiers secours,Pourquoi l'alerte doit-elle être rapide et précise ?,Pour apporter les moyens adaptés dans le délai le plus court.,Alerte : Le SAIP avertit d'un danger grave (sirène montante/descendante). Mettez-vous à l'abri et écoutez la radio.
35,Vérification intérieure,"Sans l'actionner, montrez la commande de l'avertisseur sonore.",Le candidat montre la commande.,Entretien technique : Savoir vérifier son véhicule est indispensable pour garantir sa sécurité et celle des autres.
35,Sécurité routière,Dans quel cas peut-on l'utiliser en agglomération ?,En cas de danger immédiat.,Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement.
35,Premiers secours,Pourquoi ne pas laisser une personne en perte de connaissance sur le dos ?,Risque d'étouffement par liquides ou chute de la langue.,"Premiers Secours : Agir vite et bien peut sauver une vie. Rappelez-vous de l'acronyme P.A.S. (Protéger, Alerter, Secourir)."
36,Vérification extérieure,Montrez où s'effectue le remplissage de l'huile moteur.,Le candidat montre le bouchon de remplissage.,"Niveau d'huile : Toujours moteur froid et sur plat. Trop d'huile peut casser le moteur, pas assez provoque un serrage."
36,Sécurité routière,Quel est le risque d'un manque d'huile moteur ?,Risque de détérioration ou de casse du moteur.,Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement.
36,Premiers secours,L'utilisation d'un DAE sur une victime qui n'est pas en arrêt cardiaque présente-t-elle un risque ?,"Non, car il se déclenche uniquement en cas d'arrêt cardiaque.",Arrêt Cardiaque : Chaque minute compte. Massez le thorax et utilisez un DAE si disponible.
37,Vérification intérieure,Montrez la commande de désactivation de l'airbag passager.,Le candidat montre la commande.,Airbag : Toujours désactiver l'airbag passager si vous installez un siège bébé DOS à la route à l'avant.
37,Sécurité routière,Dans quelle situation doit-on le désactiver ?,Transport d'un enfant à l'avant dans un siège auto dos à la route.,Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement.
37,Premiers secours,Quelles sont les conditions pour réaliser le dégagement d'urgence ?,"Victime visible, facile à atteindre, rien ne doit gêner.","Dégagement : Uniquement si danger réel, immédiat et non contrôlable (incendie, explosion). Sinon, ne touchez pas la victime."
38,Vérification extérieure,"Donnez la pression préconisée pour les pneus arrières, véhicule chargé.",Le candidat lit la plaque indicative.,"Pneumatiques : Vérifiez l'état (flancs, hernies) et l'usure (témoins). Sous-gonflage = éclatement et surconsommation."
38,Sécurité routière,À quelle fréquence vérifier la pression des pneus ?,Chaque mois et avant chaque long trajet.,Pneus : À vérifier une fois par mois à froid. Un pneu sous-gonflé chauffe et peut exploser.
38,Premiers secours,Comment et pourquoi protéger une zone de danger ?,En la délimitant clairement pour protéger les victimes et éviter un sur-accident.,"PAS : Protéger est la 1ère étape. Balisez la zone (gilet, triangle) pour éviter un sur-accident."
39,Vérification intérieure,Montrez le voyant signalant l'absence de bouclage de la ceinture conducteur.,Le candidat montre le voyant (personnage rouge).,Sécurité passive : La ceinture doit être plaquée et non vrillée. Elle évite l'éjection en cas de choc.
39,Sécurité routière,À partir de quel âge un enfant peut-il être installé à l'avant ?,10 ans (sauf exceptions).,"Enfants : Jusqu'à 10 ans, l'installation à l'arrière est obligatoire (sauf exceptions). La sécurité enfant bloque l'ouverture intérieure."
39,Premiers secours,Comment est composé le signal d'alerte SAIP ?,3 cycles successifs (SNA) et un signal continu (fin).,Alerte : Le SAIP avertit d'un danger grave (sirène montante/descendante). Mettez-vous à l'abri et écoutez la radio.
40,Vérification extérieure,Vérifiez le fonctionnement de l'éclairage de la plaque d'immatriculation arrière.,Le candidat vérifie si elle est allumée.,Entretien technique : Savoir vérifier son véhicule est indispensable pour garantir sa sécurité et celle des autres.
40,Sécurité routière,Un défaut d'éclairage entraîne-t-il une contre-visite ?,Oui.,Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement.
40,Premiers secours,Quelles sont les trois informations à transmettre aux secours ?,"Numéro de téléphone, nature et localisation précise.","Urgences : 15 (SAMU), 18 (Pompiers), 112 (Europe). Soyez précis sur le lieu et l'état des victimes."
41,Vérification intérieure,Vérifiez la présence de l'attestation d'assurance et de sa vignette.,Le candidat montre la carte verte et la vignette.,Entretien technique : Savoir vérifier son véhicule est indispensable pour garantir sa sécurité et celle des autres.
41,Sécurité routière,Quels sont les deux autres documents obligatoires ?,Certificat d'immatriculation (carte grise) et permis de conduire.,Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement.
41,Premiers secours,Qu'est-ce qu'une hémorragie ?,Perte de sang prolongée qui ne s'arrête pas.,Hémorragie : Appuyez fort sur la plaie avec un tissu propre. Le but est d'arrêter la fuite de sang.
42,Vérification extérieure,Indiquez où se situe la sécurité enfant sur l'une des portières arrière.,Le candidat montre l'emplacement.,Entretien technique : Savoir vérifier son véhicule est indispensable pour garantir sa sécurité et celle des autres.
42,Sécurité routière,"Si enclenchée, est-il possible d'ouvrir la portière depuis l'extérieur ?",Oui.,Sécurité Routière : Ces questions testent votre capacité à évaluer les risques et à adapter votre comportement.
42,Premiers secours,Quels sont les risques pour une personne victime d'une hémorragie ?,Détresse circulatoire ou arrêt cardiaque.,Hémorragie : Appuyez fort sur la plaie avec un tissu propre. Le but est d'arrêter la fuite de sang.
